persona,class_type,credit_price,current_streak,social_score,days_since_last_booking,prob,booked
Pilates Princess,Reformer Pilates,18,12,0.7150708480865925,19,0.4569904097448447,0
Boxing Baddie,Yoga Sculpt,6,58,0.550828603735073,11,0.5168471955127083,1
Pilates Princess,Heated Mat Pilates,20,27,0.3233141803440055,7,0.34223661612489226,1
Pilates Princess,Lagree,16,76,0.7869840129896793,12,0.47339814438639766,0
HIIT Hustler,Yoga Sculpt,8,23,0.10766091193807004,4,0.43863548243824835,1
Mindful Muse,Boxing,19,29,0.22867467816146403,20,0.16049762929683978,0
Boxing Baddie,HIIT,9,99,0.37117744045715106,23,0.37909028721466037,0
Lagree Loyalist,Heated Mat Pilates,7,3,0.46384457190251505,8,0.5355167678814136,1
Balanced Burner,Heated Mat Pilates,8,12,0.02332394080471556,7,0.5931486561379232,1
Lagree Loyalist,HIIT,17,75,0.6931957191872817,4,0.5636324425372204,1
Mindful Muse,Yoga Sculpt,11,0,0.17861022372432211,11,0.510359539608605,1
Balanced Burner,Yoga Sculpt,19,43,0.8916390472244511,19,0.18429601466165102,0
Mindful Muse,Boxing,14,48,0.305264658665392,11,0.34076339270874434,1
Pilates Princess,Heated Mat Pilates,7,80,0.27238052716587746,15,0.5563077022982895,1
Balanced Burner,Yoga Sculpt,12,23,0.12229150565800906,20,0.21276935284847312,0
Pilates Princess,HIIT,6,33,0.7526675866504888,13,0.6014076543039613,0
Lagree Loyalist,Yoga Sculpt,9,38,0.9308195368989122,11,0.5968823864938306,1
Lagree Loyalist,Heated Mat Pilates,19,41,0.7871952361361966,5,0.45768077561460035,0
Balanced Burner,Yoga Sculpt,18,6,0.8624017774748137,8,0.25897948378083524,1
Balanced Burner,Lagree,19,22,0.63858714757685,26,0.11728206593337334,0
Boxing Baddie,HIIT,7,20,0.3453472715639312,17,0.3192270227243258,0
Mindful Muse,HIIT,18,42,0.7489730798786937,1,0.41619557208380525,1
Boxing Baddie,Reformer Pilates,9,59,0.19667175339426957,9,0.4401226944809418,1
Mindful Muse,Yoga Sculpt,7,23,0.007259449183862121,5,0.6750035694691449,0
Boxing Baddie,Boxing,8,99,0.36115808690239415,26,0.5576374051405524,1
Pilates Princess,HIIT,13,66,0.5876599858593023,22,0.3737482493718547,0
Balanced Burner,Yoga Sculpt,9,92,0.6602511828339903,22,0.3403073993280925,0
Lagree Loyalist,Lagree,11,27,0.4338121928402844,22,0.5240532481628957,0
Mindful Muse,Heated Mat Pilates,17,65,0.853191382835234,13,0.3365462755554506,1
Mindful Muse,Heated Mat Pilates,14,3,0.8164748628313321,19,0.2450091533882167,0
Lagree Loyalist,Reformer Pilates,18,80,0.007021929167981389,22,0.25053014527821926,0
Boxing Baddie,Reformer Pilates,13,83,0.698982718314621,28,0.2604735668643534,0
Mindful Muse,Boxing,19,35,0.7205499201051049,21,0.18667220863591547,0
Pilates Princess,HIIT,20,56,0.7708716031488808,3,0.478871539877243,1
Balanced Burner,Boxing,19,89,0.7812299458011588,13,0.27078745814327587,1
Lagree Loyalist,HIIT,7,56,0.17998922401521467,28,0.35342761340672596,0
Balanced Burner,HIIT,19,85,0.20972986318655473,28,0.12652041922348484,0
Mindful Muse,Lagree,7,18,0.544489641318042,10,0.4664992302166262,1
Mindful Muse,Reformer Pilates,8,30,0.3187730966949027,20,0.32464838514917943,1
Lagree Loyalist,Reformer Pilates,7,41,0.5949603595123893,10,0.6046733992481118,1
Pilates Princess,Heated Mat Pilates,8,59,0.46500089612263107,8,0.6195174252621254,0
HIIT Hustler,Reformer Pilates,7,88,0.2751913366827168,8,0.5345840388066311,1
Lagree Loyalist,Reformer Pilates,20,29,0.6833062364123254,22,0.2213155713448439,0
HIIT Hustler,Lagree,11,47,0.45797587757155966,10,0.37434828648396223,0
Boxing Baddie,Boxing,14,72,0.825749850521405,0,0.7390187882213541,1
HIIT Hustler,HIIT,13,29,0.043839930839302266,24,0.3049474429605727,1
Pilates Princess,Boxing,11,40,0.23185688663448034,20,0.36260590447035773,1
Boxing Baddie,Lagree,9,31,0.00042911558525793314,27,0.18380386611045182,0
HIIT Hustler,Yoga Sculpt,15,58,0.4186891804559616,22,0.20287956577674995,0
Boxing Baddie,Heated Mat Pilates,17,47,0.20669976393180423,22,0.16333094501647322,0
HIIT Hustler,Heated Mat Pilates,10,78,0.2207370426366183,10,0.4285477189989415,0
Pilates Princess,Heated Mat Pilates,9,99,0.6926781161503769,16,0.5796505561542059,1
HIIT Hustler,Boxing,10,98,0.7890897260411553,29,0.283478274347505,0
HIIT Hustler,HIIT,7,64,0.25655592425179996,3,0.733991029894915,1
HIIT Hustler,HIIT,20,20,0.6147247944154319,7,0.39518166690508233,1
Lagree Loyalist,HIIT,13,35,0.5800860257521141,15,0.4104879989433666,0
Lagree Loyalist,Heated Mat Pilates,6,66,0.004371149599860846,16,0.5126529704537361,1
Lagree Loyalist,Heated Mat Pilates,14,78,0.9383291228429153,25,0.40540292883178036,1
Pilates Princess,Boxing,17,87,0.3401587055448092,2,0.5362063544580258,0
Boxing Baddie,Boxing,6,15,0.3094452218529694,21,0.46498804693739915,0
Mindful Muse,Heated Mat Pilates,10,57,0.5877433011506372,5,0.5317316262702333,0
HIIT Hustler,Yoga Sculpt,14,6,0.3622578449697138,22,0.15851450854421884,0
HIIT Hustler,Yoga Sculpt,6,79,0.2971445570271476,19,0.4042333790045143,0
Pilates Princess,Boxing,19,27,0.7359517454346691,2,0.47077731010364704,1
HIIT Hustler,Heated Mat Pilates,19,49,0.7384493889574488,17,0.19695030141954573,0
Lagree Loyalist,HIIT,6,11,0.6854354281723922,0,0.6940795029555004,1
Mindful Muse,HIIT,8,24,0.8569936168914748,0,0.6098775289786071,0
Balanced Burner,Yoga Sculpt,13,29,0.4969734661246553,9,0.3327201093071899,0
HIIT Hustler,Yoga Sculpt,8,71,0.6524467492231104,29,0.26947930272024173,0
Lagree Loyalist,Heated Mat Pilates,17,10,0.9951157881567957,0,0.5292339875606408,1
Balanced Burner,Heated Mat Pilates,20,59,0.2393085328651664,4,0.46674729571044105,1
Mindful Muse,HIIT,19,41,0.8457906905946291,28,0.1498620120840918,0
Balanced Burner,Boxing,7,99,0.20913796364976867,12,0.47445760109205604,0
Lagree Loyalist,Reformer Pilates,11,99,0.44925232320836994,14,0.5699265277201426,1
Boxing Baddie,Boxing,15,54,0.4110703067704352,11,0.5103822957880111,1
Boxing Baddie,HIIT,10,35,0.7492490465921336,8,0.44759925042254145,1
Balanced Burner,Boxing,18,48,0.687818546288176,19,0.1909800760166865,0
Pilates Princess,HIIT,17,45,0.7692790561726534,24,0.2788123339418903,1
Balanced Burner,Heated Mat Pilates,20,93,0.5490228534093152,10,0.45752930108748613,1
HIIT Hustler,Reformer Pilates,16,69,0.07590226148243984,7,0.3264623382593684,0
HIIT Hustler,Reformer Pilates,14,34,0.5942300552330365,3,0.3884740583664495,0
Boxing Baddie,Heated Mat Pilates,16,93,0.2568962617035583,2,0.4713933076034697,1
Pilates Princess,Lagree,19,13,0.4343821955683247,11,0.3126393341165091,1
Lagree Loyalist,Heated Mat Pilates,8,36,0.11639401453035791,4,0.5787968780687445,1
HIIT Hustler,Yoga Sculpt,19,91,0.20527919157574026,20,0.19443965744901448,0
Boxing Baddie,Boxing,9,39,0.44353996786689454,4,0.6797819650073877,1
Mindful Muse,Reformer Pilates,16,51,0.7000954434836724,1,0.4640715743295773,1
Boxing Baddie,Heated Mat Pilates,15,40,0.3535616250216891,29,0.14024950772353173,0
HIIT Hustler,HIIT,13,4,0.39381383188036934,26,0.2701511480870401,0
HIIT Hustler,HIIT,16,20,0.6431679141508859,10,0.43854981948500144,0
Boxing Baddie,Boxing,7,54,0.204420617197831,7,0.6852942663477567,1
Lagree Loyalist,HIIT,10,48,0.11061037444384758,28,0.27895847867964885,1
Balanced Burner,Heated Mat Pilates,18,60,0.8837143126495717,9,0.4937788945054469,0
HIIT Hustler,Lagree,19,5,0.315961344375313,29,0.08015730931544834,0
Boxing Baddie,Yoga Sculpt,17,50,0.3640413256668905,27,0.14455282438928066,0
Boxing Baddie,HIIT,14,60,0.8025411295504893,3,0.49281813516791706,0
Pilates Princess,Heated Mat Pilates,16,61,0.22815967474672716,4,0.48477466782385054,0
Balanced Burner,Lagree,14,23,0.8429286348148289,10,0.32035923211361095,0
Mindful Muse,Reformer Pilates,15,51,0.646647757614051,0,0.4911656952306915,1
Lagree Loyalist,Reformer Pilates,14,15,0.7772209466548704,22,0.30287016985182025,0
Mindful Muse,Boxing,16,6,0.514952146890368,20,0.19185228332456977,0
Balanced Burner,Yoga Sculpt,19,41,0.0664460380022065,25,0.11455186556929267,1
Balanced Burner,Heated Mat Pilates,6,89,0.7496889863528746,25,0.5596906558118326,1
Balanced Burner,Heated Mat Pilates,6,20,0.3101806050818037,27,0.41655156451065756,0
Mindful Muse,HIIT,6,47,0.6390896395818806,11,0.5268830145884046,1
Balanced Burner,Lagree,13,59,0.09494612956997572,12,0.3065036822033032,1
Boxing Baddie,Yoga Sculpt,9,81,0.6843268602749173,15,0.47531095252096855,0
Mindful Muse,Lagree,20,16,0.1542031078471794,19,0.14278867233564377,0
Balanced Burner,Yoga Sculpt,14,20,0.17571084666693726,6,0.31706632963133025,0
Boxing Baddie,Heated Mat Pilates,16,51,0.3528398752537407,24,0.17587045457997266,0
Pilates Princess,Heated Mat Pilates,11,5,0.9463094017904522,12,0.5045385505682208,0
Balanced Burner,Yoga Sculpt,8,18,0.36394551725307345,27,0.21571466804311687,0
Mindful Muse,Lagree,13,65,0.309978542736421,20,0.28373518765203876,0
HIIT Hustler,Boxing,6,18,0.27749802022785997,11,0.39633715355829857,0
Balanced Burner,Reformer Pilates,17,21,0.6947460540825685,19,0.18293672919156118,0
HIIT Hustler,Reformer Pilates,7,79,0.9182557186304479,15,0.4796304590565432,0
Boxing Baddie,HIIT,13,24,0.4173319354737287,12,0.28590957055273664,1
Pilates Princess,HIIT,6,43,0.575150463343451,2,0.7155665361939525,1
Lagree Loyalist,Boxing,17,10,0.808955243790194,5,0.43914645233767186,1
Pilates Princess,Lagree,18,75,0.5405638987532461,26,0.2507308802651659,0
Balanced Burner,Boxing,16,27,0.6598191803198312,7,0.31065599660791926,0
HIIT Hustler,Heated Mat Pilates,10,65,0.7268665659102949,22,0.3042924731744942,0
HIIT Hustler,Lagree,8,37,0.8980048425533838,28,0.24757299007158895,1
Mindful Muse,Yoga Sculpt,7,75,0.279232298581227,18,0.6228570909968634,1
HIIT Hustler,Reformer Pilates,19,24,0.047821088391583166,29,0.08411902366021404,0
Mindful Muse,HIIT,9,1,0.9713866747605941,6,0.49363901068209143,0
Boxing Baddie,Lagree,7,32,0.9988639421046371,12,0.4818659500698469,0
Lagree Loyalist,Lagree,10,12,0.894773156091613,11,0.7074153385026611,1
Balanced Burner,Yoga Sculpt,13,55,0.3108352613677511,23,0.2105273825603163,0
Mindful Muse,Heated Mat Pilates,9,51,0.48109973577286924,11,0.457214862915858,0
Lagree Loyalist,Heated Mat Pilates,12,44,0.7663735367174537,19,0.42600346541748757,0
HIIT Hustler,Reformer Pilates,10,49,0.18231423130848712,23,0.24006818397546584,0
HIIT Hustler,Boxing,14,58,0.9102498663694654,22,0.24215056300834223,1
Lagree Loyalist,Boxing,20,63,0.844112398864665,4,0.5026168359364425,1
HIIT Hustler,HIIT,18,87,0.701436768320971,10,0.5198473235135456,0
Boxing Baddie,Heated Mat Pilates,7,83,0.8604609682613131,27,0.3934651910328566,0
Boxing Baddie,Heated Mat Pilates,20,83,0.5545604358817449,11,0.30455085963293016,0
Lagree Loyalist,Heated Mat Pilates,7,46,0.11875487739753632,21,0.4083605145983112,1
Mindful Muse,Boxing,6,11,0.23940913269049058,20,0.32778146952556525,0
Mindful Muse,Lagree,9,44,0.5905404760718684,28,0.26506951394738065,0
Lagree Loyalist,Heated Mat Pilates,18,36,0.9702393379961544,9,0.4452562349529793,1
Mindful Muse,Boxing,19,7,0.01626698087438949,15,0.1649990415428954,0
Mindful Muse,Yoga Sculpt,13,99,0.6579576477497594,23,0.5167894502292651,0
Boxing Baddie,Boxing,10,96,0.7662324038341738,19,0.6449962618819376,1
Mindful Muse,Reformer Pilates,10,30,0.8583882326915121,9,0.4683810729958554,1
Pilates Princess,Heated Mat Pilates,9,28,0.9476129241317743,3,0.6778276632724864,0
Balanced Burner,HIIT,20,17,0.10609465988777544,22,0.11074324413515206,1
HIIT Hustler,Lagree,12,55,0.17716014046198214,24,0.2105103409632009,0
Pilates Princess,Yoga Sculpt,15,19,0.12259696529123842,0,0.4890763591241053,1
Mindful Muse,Boxing,13,71,0.8679580605840471,24,0.2959170961685603,0
Boxing Baddie,Reformer Pilates,14,45,0.13174443013002124,6,0.34318611590641357,0
Lagree Loyalist,Lagree,11,87,0.03203199008105073,14,0.6759495422274128,0
Mindful Muse,Yoga Sculpt,17,0,0.019050806757975658,2,0.48690807382303125,1
Boxing Baddie,Lagree,14,57,0.41027218278829314,10,0.35391737672379225,0
Balanced Burner,Reformer Pilates,16,66,0.6125961325522338,4,0.38551103338096476,0
Mindful Muse,Reformer Pilates,20,74,0.22808144265150354,14,0.2378020991202254,1
Lagree Loyalist,Heated Mat Pilates,6,41,0.28940501172618804,3,0.6618709582865161,0
Boxing Baddie,HIIT,20,42,0.11716129567634959,6,0.2380465263549028,0
Boxing Baddie,Heated Mat Pilates,8,2,0.4603569412979117,19,0.26079868154209324,0
Boxing Baddie,Boxing,6,20,0.4991666532465243,26,0.43772094425321983,0
Balanced Burner,Lagree,16,68,0.6683275696739641,15,0.2710105067168468,1
Mindful Muse,Heated Mat Pilates,10,64,0.5466052938621946,28,0.2694612102287093,0
Balanced Burner,Reformer Pilates,13,77,0.26895468629667685,4,0.4318484220028525,0
HIIT Hustler,Reformer Pilates,11,67,0.8787152447804354,8,0.46322019825982175,0
HIIT Hustler,Reformer Pilates,17,18,0.3392185745805666,15,0.1850901593991018,1
Mindful Muse,Heated Mat Pilates,18,46,0.7006332804814784,25,0.1774461618531749,0
Balanced Burner,Boxing,15,19,0.7126960085063317,1,0.39145716737872877,1
Lagree Loyalist,Boxing,17,6,0.11036345816976534,20,0.19065158083156136,0
Boxing Baddie,Yoga Sculpt,10,59,0.532978590598242,8,0.47439474251774544,0
Boxing Baddie,Heated Mat Pilates,6,47,0.41603830143726983,1,0.5989324973777977,0
Mindful Muse,Heated Mat Pilates,17,8,0.8795811307715713,8,0.31860989089913216,0
HIIT Hustler,Heated Mat Pilates,6,33,0.3934695266442024,15,0.3820256634061627,1
HIIT Hustler,Heated Mat Pilates,10,41,0.11307386574813216,11,0.3477196641174685,0
Boxing Baddie,Reformer Pilates,17,12,0.8788021975641982,28,0.12868916055517218,0
Mindful Muse,HIIT,10,67,0.8929444498125645,18,0.41560976381407244,1
Balanced Burner,Heated Mat Pilates,13,35,0.7260315860853173,12,0.5131993015364863,0
HIIT Hustler,Heated Mat Pilates,7,18,0.5796186917144139,15,0.3520331038885119,0
Balanced Burner,HIIT,12,80,0.8164932127072397,13,0.3857880268824069,0
HIIT Hustler,Heated Mat Pilates,10,59,0.15610438757957257,1,0.5024578092719153,0
HIIT Hustler,HIIT,19,88,0.6783388664561159,29,0.27878461280899686,0
Pilates Princess,Reformer Pilates,7,13,0.16447609927562146,3,0.7750828909576759,1
HIIT Hustler,Yoga Sculpt,10,4,0.7625588500713275,22,0.22387385049569428,0
Lagree Loyalist,Heated Mat Pilates,17,6,0.1370912797482744,9,0.2932305758457664,0
Mindful Muse,Yoga Sculpt,14,77,0.7284559223081688,25,0.4460563614563703,0
Mindful Muse,Heated Mat Pilates,17,96,0.11811740917803115,10,0.34598088831794904,0
Balanced Burner,Lagree,18,75,0.7890608783902846,17,0.2353612852261494,1
HIIT Hustler,Boxing,19,51,0.15788364861859072,27,0.1124820687404733,0
Lagree Loyalist,Lagree,10,3,0.43562743012718463,20,0.5213311589433097,0
Balanced Burner,Reformer Pilates,10,51,0.8661235028815713,20,0.3132082204911785,1
Pilates Princess,Yoga Sculpt,16,55,0.7390183630803187,13,0.4291081459933633,1
Balanced Burner,Yoga Sculpt,7,5,0.8581367738224447,27,0.24461186602497526,0
Balanced Burner,HIIT,14,64,0.6545744733785325,7,0.38849860484464793,0
HIIT Hustler,HIIT,7,83,0.38215707440873137,10,0.6975476584285243,0
Pilates Princess,Heated Mat Pilates,18,89,0.3475152450758505,17,0.33821870754147587,0
Balanced Burner,HIIT,10,86,0.14490687346011932,5,0.48087734729028203,1
Lagree Loyalist,HIIT,7,75,0.4409159651148784,19,0.5385606716620763,1
Lagree Loyalist,Yoga Sculpt,7,12,0.9002300563797805,3,0.6739572192289659,1
Mindful Muse,Lagree,11,58,0.7686289292180868,0,0.5927756106217382,1
Pilates Princess,Yoga Sculpt,15,56,0.03644382418058645,15,0.342588961217409,1
Pilates Princess,HIIT,8,81,0.1914108124174343,26,0.3919090662624115,1
Mindful Muse,Heated Mat Pilates,15,94,0.665263031556698,29,0.22795496657048545,1
Balanced Burner,Lagree,18,45,0.2199133610685532,1,0.33202821338007377,1
Pilates Princess,HIIT,14,52,0.40801975493740705,0,0.5851642400885734,1
Lagree Loyalist,HIIT,17,27,0.9226394036843875,4,0.5023958922148869,0
Lagree Loyalist,Boxing,11,68,0.927489646573402,21,0.4926239821185153,1
HIIT Hustler,Heated Mat Pilates,15,38,0.26315939535899135,10,0.2778699234035082,0
Pilates Princess,Heated Mat Pilates,15,19,0.5837785244740089,13,0.38624813033377714,0
Balanced Burner,HIIT,7,19,0.7015272567444952,26,0.25835390034766803,1
Mindful Muse,HIIT,19,97,0.21743052020542064,28,0.16097008894227477,0
Mindful Muse,Yoga Sculpt,6,49,0.08888784476315104,8,0.7004738141715909,1
Balanced Burner,Reformer Pilates,20,13,0.32760953286918837,22,0.11540143643797396,0
Boxing Baddie,Heated Mat Pilates,7,14,0.9580060092211575,18,0.36470584683163665,0
HIIT Hustler,Heated Mat Pilates,15,35,0.8404738650857385,27,0.16072307825233315,0
Mindful Muse,Boxing,11,29,0.11305337494664647,24,0.22083988107770328,1
Pilates Princess,Yoga Sculpt,7,17,0.8759750155378779,25,0.4287354152378821,0
HIIT Hustler,Lagree,12,97,0.6617955340460303,13,0.41764186206850396,0
Pilates Princess,Boxing,12,25,0.4940517020700139,24,0.3126038243537516,0
Lagree Loyalist,Boxing,6,99,0.5337231909491925,6,0.7562509244624184,1
HIIT Hustler,Lagree,17,82,0.7394974591650064,16,0.2760479132581348,0
Mindful Muse,Lagree,19,63,0.5015366795802613,5,0.35631705886363935,1
HIIT Hustler,Heated Mat Pilates,11,67,0.5246789916237453,1,0.5240822761936427,0
HIIT Hustler,Reformer Pilates,10,90,0.3298371198270742,4,0.5321931862593478,1
HIIT Hustler,Reformer Pilates,13,54,0.7566567632530433,6,0.41702382349823774,0
Boxing Baddie,Yoga Sculpt,13,66,0.3303287782762211,13,0.34732108973215114,0
HIIT Hustler,Lagree,14,43,0.8790880057808306,3,0.42426881715075215,0
Pilates Princess,Lagree,7,58,0.7643176969824027,21,0.515534710627353,0
Lagree Loyalist,HIIT,16,11,0.4814774394580602,4,0.4247965303428885,0
Balanced Burner,Yoga Sculpt,6,35,0.5748286117202951,3,0.5541489494367625,0
HIIT Hustler,Boxing,15,1,0.9435964097783003,8,0.287015987592538,1
Mindful Muse,Boxing,11,41,0.4973150972978587,7,0.45386312605583706,0
HIIT Hustler,Yoga Sculpt,7,33,0.7743825408098172,11,0.43863954251796733,1
Mindful Muse,Heated Mat Pilates,10,30,0.18557181826019808,8,0.41440825065253223,0
Pilates Princess,Heated Mat Pilates,6,68,0.2951175622779736,3,0.7021503615530085,0
Mindful Muse,Yoga Sculpt,6,19,0.12961906217140828,0,0.7475989961366812,1
Balanced Burner,Reformer Pilates,19,37,0.3848707356078114,26,0.11716669050060742,0
Lagree Loyalist,Yoga Sculpt,10,74,0.9307587441153878,14,0.6107474674228639,1
Mindful Muse,Reformer Pilates,11,94,0.058477897151883784,24,0.2905717477417855,1
Mindful Muse,Heated Mat Pilates,16,88,0.7370661734200228,26,0.23918124866966914,0
Lagree Loyalist,Yoga Sculpt,12,3,0.8459972879320118,18,0.37088976019355696,1
Balanced Burner,Reformer Pilates,16,84,0.5242916543738967,8,0.35372336114784325,0
HIIT Hustler,HIIT,9,61,0.7186754228770961,15,0.5920877148239221,1
Mindful Muse,HIIT,9,0,0.916019338459941,3,0.5240832833259553,1
Lagree Loyalist,Yoga Sculpt,10,41,0.6297582632460375,15,0.48896553141236965,0
Pilates Princess,Lagree,11,50,0.9189805545379511,12,0.5571220907715653,0
Lagree Loyalist,Yoga Sculpt,13,36,0.2588964467654231,0,0.5506600368048976,0
Pilates Princess,Heated Mat Pilates,14,42,0.018031582110958233,12,0.37730940393459844,0
Balanced Burner,Heated Mat Pilates,12,91,0.17381685931974944,11,0.5737444545760904,1
HIIT Hustler,HIIT,15,61,0.937934362659346,23,0.3913550970081465,1
Lagree Loyalist,Reformer Pilates,8,50,0.4835318134650026,1,0.6899999546461156,1
Boxing Baddie,HIIT,11,52,0.4666299469164049,16,0.3365548542099393,0
Mindful Muse,Reformer Pilates,14,0,0.8480829473065511,18,0.2533609303233362,0
Balanced Burner,Yoga Sculpt,11,63,0.8149861791962371,26,0.2459177815746088,1
Lagree Loyalist,Lagree,17,15,0.45412589557034766,22,0.3852023372082823,0
Mindful Muse,Heated Mat Pilates,16,1,0.7419399242621387,23,0.1784002064008974,0
Lagree Loyalist,Yoga Sculpt,15,1,0.5090212228930334,2,0.4534880472575447,1
Pilates Princess,HIIT,13,57,0.33056944262990395,22,0.3340964139150745,1
Lagree Loyalist,Boxing,19,16,0.4260117535433344,13,0.2716251264253854,1
Boxing Baddie,Boxing,13,85,0.6914799678758147,28,0.4429347239502394,0
Lagree Loyalist,Yoga Sculpt,9,79,0.2628087405958862,18,0.49242189142746373,1
Lagree Loyalist,Lagree,12,76,0.1629896393050816,20,0.5855972121451457,0
Boxing Baddie,Reformer Pilates,12,6,0.24491415722534893,6,0.31355680817559345,1
Balanced Burner,Lagree,12,61,0.8893945169830989,15,0.3456576966325653,1
Lagree Loyalist,HIIT,13,16,0.6124209803653264,25,0.2700148149550058,0
Boxing Baddie,Lagree,20,20,0.3165602186072469,6,0.2206779647014808,0
Mindful Muse,Heated Mat Pilates,7,94,0.6103529618307693,21,0.4497059578505835,1
Pilates Princess,Boxing,17,78,0.8458550057813405,24,0.3214595233700809,0
Pilates Princess,Lagree,7,63,0.40250387799237997,0,0.7223707536627537,0
